title,vector
The Impossible,"[0.139540583, -0.246250644, -0.172012135, 0.0219704248, 0.26587984, 0.179286554, 0.258786261, 0.219881773, -0.0874074697, -0.00158700638, -0.0414032079, -0.0237858985, -0.390883178, -0.19860968, -0.0399078503, -0.223969951, -0.133464277, 0.352025986, -0.000389113673, -0.0417111106, -0.176610559, 0.268552631, 0.145792708, -0.244415238, 0.14638187, -0.0913605019, 0.249515027, 0.0503697731, 0.2567828, 0.0600019731, 0.0910352618, -0.0416092016, 0.347846508, -0.150540709, -0.119726308, -0.234354511, 0.140187472, 0.233768225, -0.21172528, 0.0790260509, -0.312104672, 0.200795844, -0.169033408, 0.141336635, 0.0581651777, 0.304680288, -0.172847241, 0.312608421, 0.129867017, -0.0593303777, -0.336705565, 0.119162604, 0.118897378, -0.102188364, -0.239599407, 0.0337952003, -0.138927832, 0.0230033547, 0.15098539, -0.144567832, 0.03083653, -0.488484114, 0.0477164015, -0.135773867, 0.142813608, -0.0463354439, 0.10908059, -0.0985227823, -0.122880772, 0.184556201, 0.0666935369, 0.305682302, 0.216275662, -0.105686232, -0.338534385, -0.209075958, -0.379764497, -0.175830364, 0.0492997281, -0.334017396, -0.0841751471, -0.147552028, -0.336222142, -0.214749828, -0.00436374452, 0.0362961218, 0.162109628, 0.259203732, -0.368958414, 0.334022284, -0.103757396, 0.0370894596, 0.590075433, 0.253296703, -0.146349013, 0.134209156]"
Chappie,"[0.05795258, -0.1866131, -0.06652512, 0.02734857, -0.07991304, 0.22027507, 0.23023961, 0.01175859, 0.0230466, 0.1686054, 0.29560816, -0.13676034, -0.276512, 0.18663661, -0.19326968, -0.18648402, 0.05460142, 0.00076376, 0.12945104, 0.09850261, -0.19082509, 0.23222178, -0.0386085, -0.32382247, 0.044335, -0.21830496, 0.09765862, -0.05239674, 0.18680982, 0.11017869, -0.11304059, 0.15639569, 0.48926884, -0.37928286, 0.07102202, -0.28560647, 0.03977712, -0.09307709, -0.01171198, 0.12732047, -0.21645355, 0.15096572, -0.06970768, 0.14627868, 0.01005139, 0.21553867, -0.10182199, 0.44411314, 0.23318273, -0.16264394, -0.5231856, -0.02091399, -0.03353057, -0.04866809, 0.12946653, -0.04081264, -0.20890473, -0.00324467, -0.06778874, -0.06848941, 0.21475583, -0.45320827, -0.10625149, -0.16378625, 0.19768421, -0.01107463, 0.0925065, -0.29681492, 0.24320306, 0.1257081, -0.17635997, 0.18836796, 0.04837111, -0.06079703, -0.30792645, -0.21590996, -0.17380579, 0.05149677, 0.10667955, -0.11141354, -0.04549531, -0.02511658, -0.43313012, -0.1717045, 0.0221181, 0.24665439, 0.06688584, 0.25538468, -0.24822134, 0.29877886, 0.03658565, -0.09678207, 0.42724872, 0.2703359, -0.3238978, 0.09605116]"
Khumba,"[-0.08964832, -0.169512, 0.06587877, 0.24665779, -0.0683521, 0.16140978, 0.30350226, -0.08544177, 0.07251892, 0.08840366, 0.02144701, -0.1692852, -0.3248421, 0.11274497, -0.02741908, -0.05366575, 0.00619242, 0.22355776, 0.05566373, 0.05881463, -0.42071292, 0.13083735, 0.12323162, -0.3694582, 0.1684026, -0.34757742, 0.14342391, 0.05141804, 0.06297989, 0.03720734, 0.17359067, 0.14160074, 0.19113217, -0.4597957, 0.07282525, -0.12671441, 0.15083094, 0.07183735, -0.09001388, 0.17030299, -0.10395904, 0.49090013, -0.11485608, 0.2250035, 0.13067117, 0.13770643, -0.10954178, 0.26087865, 0.24239635, 0.01188508, -0.28747246, 0.20620002, -0.08122159, -0.2901488, -0.0934004, 0.13917528, -0.41656485, 0.09448574, -0.08279392, -0.03804168, 0.19539218, -0.43856633, 0.10722947, -0.15064003, 0.15029167, 0.0944826, -0.02528986, -0.01087075, 0.04558216, 0.00445763, -0.07801449, 0.20860709, -0.18679358, 0.05114539, -0.40289536, -0.2283403, -0.29692543, -0.23331362, -0.07003802, -0.29533526, -0.2828219, 0.23292314, -0.43388927, -0.03668506, -0.02581166, 0.1656078, 0.2685834, 0.32239017, -0.38794836, 0.38839468, -0.11757332, -0.00579259, 0.42363587, 0.26312068, -0.28325748, -0.0258908]"
Prefontaine,"[-0.0374449, -0.1921123, -0.13231538, 0.06923552, 0.21830319, 0.717322, 0.12733115, 0.3757505, 0.2742211, -0.00989148, 0.00195198, -0.02673819, -0.34993818, -0.11395498, -0.08380009, -0.18393509, 0.0354227, 0.14093597, -0.10072298, -0.1388808, -0.17551608, 0.25254458, 0.03059726, -0.01046413, 0.28112882, 0.12773202, 0.4562088, 0.12850921, 0.33635172, 0.00609313, -0.15015118, -0.3258503, 0.30644217, 0.02227112, -0.12527789, -0.14990625, 0.16049641, -0.00547209, -0.27608284, -0.2971782, -0.37984598, 0.17901011, 0.03943338, -0.04913547, 0.01426907, 0.09311034, -0.01361511, -0.17380673, 0.24937527, 0.10910372, -0.26105732, 0.18549684, 0.0647974, 0.17047893, -0.292262, 0.20545235, 0.09387276, 0.02896347, -0.13973084, 0.08644963, 0.05622882, -0.5194724, -0.1164572, -0.09848045, 0.02864032, -0.127079, -0.19035348, -0.06099778, -0.07798947, -0.04934312, -0.04930785, 0.25353622, 0.1835808, -0.24731141, -0.29842153, -0.21003002, -0.4874072, -0.26098973, -0.0816448, -0.11429574, -0.03874221, -0.06615741, -0.16383061, 0.14120474, -0.12865701, 0.23158816, 0.19364935, 0.34797138, -0.28496778, 0.36812818, -0.11986994, 0.02122679, 0.46518645, 0.16291983, -0.07573232, 0.32562786]"
The Scorpion King,"[-0.13510434, -0.12640671, -0.22958313, 0.08474749, 0.10588435, 0.5194798, 0.4827728, 0.2515109, 0.09061407, 0.00232532, -0.11593268, -0.12886642, -0.34878567, -0.12353723, -0.01407947, -0.2944503, -0.0580145, 0.14035685, 0.1043829, 0.01408369, -0.20887887, 0.00827999, -0.05572465, -0.11744676, 0.00383649, -0.06906382, 0.43690482, 0.26202047, 0.07786506, 0.12476929, 0.02184802, 0.06355796, 0.41762438, -0.13511889, 0.14417522, -0.11677667, 0.10483527, 0.04138053, -0.07540108, 0.05434756, -0.11153092, -0.06866082, -0.19556393, -0.07500485, 0.03125366, -0.15010071, 0.13619958, 0.20623505, 0.36587402, -0.07988171, -0.43814316, 0.15985449, -0.06008599, -0.11876693, -0.31431547, 0.08152911, -0.40342486, 0.1615097, 0.03629829, -0.08610854, 0.23180564, -0.37932417, -0.01907686, -0.27244088, 0.27304226, -0.13675, 0.06766334, -0.15113531, 0.02080734, 0.2880752, -0.10714316, 0.09153724, 0.19315195, -0.05241248, -0.18015993, -0.34619698, -0.46184304, -0.17975146, -0.10617169, -0.14689404, -0.21024132, 0.16948046, -0.3410981, 0.03717732, -0.04239315, 0.22756468, -0.12371334, 0.17165603, -0.16808338, 0.30148646, -0.12958594, 0.06872015, 0.5190287, 0.274815, -0.11992531, 0.08395332]"
"Cry, Onion!","[0.125620648, -0.326764494, -0.186524212, -0.0605388582, 0.00644334266, 0.164063528, 0.193713695, 0.116004959, 0.0950831026, 0.357889712, 0.0238352418, -0.0150408847, -0.19834578, -0.0907744914, -0.152586773, 0.0432649627, -0.0937087536, 0.180017516, 0.132509768, 0.147304997, -0.176775083, -0.0230274796, 0.0618684888, -0.392280877, 0.168908045, -0.125316069, 0.486804396, -0.00291297282, 0.258888423, 0.183204636, -0.124829985, -0.0650303811, 0.376795113, 0.00910013355, -0.0244135801, -0.442231417, 0.159525275, -0.0265383776, -0.131324753, 0.0813492239, -0.028700266, 0.161869287, -0.193701386, 0.0781302527, 0.208276987, 0.375691354, -0.0383624956, 0.00870570354, 0.300411046, -0.0727743059, -0.46286279, -0.0505796783, 0.199667931, -0.0372517034, -0.136915192, 0.20382449, -0.112378441, -0.0775654837, 0.156923413, -0.125485018, 0.000385864812, -0.513092518, 0.0434123874, -0.199321285, 0.0736340433, -0.103526071, 0.255144507, -0.258917153, 0.22307536, 0.248109102, -0.0131572289, 0.237358838, 0.0891848505, -0.156805754, -0.224253133, -0.348208427, -0.385925025, -0.184206679, 0.0203306377, -0.0496323779, 0.0852061287, 0.150245383, -0.177823275, -0.219683319, -0.0224813651, -0.0439949892, -0.116618194, 0.254888505, -0.565951943, 0.218641564, -0.257367253, 0.0569427609, 0.319941342, 0.183328018, -0.159499869, 0.144315436]"
Punchline,"[0.02182434, -0.31389502, 0.0898798, 0.08252347, -0.03349693, 0.1524397, 0.29494578, 0.2484871, 0.14222251, 0.17049314, -0.04502819, 0.07451999, -0.2713877, 0.0229776, -0.15104564, -0.13371707, 0.12517609, 0.16097721, -0.1642901, -0.03558729, -0.24894738, 0.17930967, -0.06088096, -0.32389018, 0.12353069, -0.11562423, 0.26606724, 0.1800765, 0.20989041, 0.27198437, 0.02550275, 0.02002001, 0.30924952, -0.06782425, -0.0813401, -0.06831414, 0.09002257, 0.02545251, -0.2270369, 0.08479491, -0.2138143, 0.35035974, -0.13041264, 0.08212993, 0.06138232, 0.16454841, 0.0088169, 0.2701675, 0.06711499, -0.03909427, -0.33406493, 0.24275894, 0.02382063, -0.10579803, -0.04808089, -0.01537166, -0.11234803, 0.01938546, 0.04926721, 0.00584851, 0.02654276, -0.35523838, -0.04516705, -0.08874712, 0.1531184, -0.06308671, 0.13539205, -0.18060057, 0.12409332, 0.10370579, -0.02495902, 0.19522414, -0.01005955, -0.06639078, -0.17516933, -0.2517688, -0.23327346, -0.25971678, -0.12209243, -0.17850517, -0.23543167, -0.04376865, -0.20335065, -0.0790853, -0.03293937, 0.20669705, 0.1528687, 0.04146148, -0.23160642, 0.29592782, -0.08998884, -0.08744965, 0.43920997, 0.16820368, -0.2193018, 0.06885958]"
Annie,"[0.06703223, -0.1465642, -0.04530309, 0.1160212, 0.03693291, -0.00318195, 0.423791, 0.2217361, 0.21872759, 0.01222112, -0.00099217, 0.04640777, -0.18356864, 0.01729989, -0.05608156, -0.18602891, -0.14429475, 0.14046755, 0.07490601, 0.07437104, -0.1480053, 0.12001733, -0.03798488, -0.25331593, 0.1542783, 0.00648363, 0.36152297, 0.2708682, 0.13669024, 0.15198216, -0.02938983, -0.03664612, 0.38105243, -0.14611235, -0.02422189, -0.21983925, 0.09384488, 0.12755781, -0.00304212, 0.13205615, -0.05401417, 0.18680312, -0.04846264, 0.0428943, -0.06762053, 0.04394224, 0.21612203, 0.34197828, 0.36852357, -0.24447577, -0.3823124, 0.08658603, 0.00122165, -0.26374018, -0.16081545, 0.15555976, -0.25191885, -0.03585313, 0.14195076, -0.09532323, 0.16388619, -0.3268024, 0.00348868, -0.084185, 0.30708832, -0.10253853, 0.22167048, -0.20039175, 0.08236808, 0.15184207, 0.13981618, 0.08568151, 0.0642511, -0.1038747, -0.22897756, -0.13785994, -0.25055906, -0.2945607, -0.21192582, -0.30229753, -0.17107818, 0.01340527, -0.4518632, -0.16008164, 0.09093574, 0.11528022, 0.12367202, 0.06204399, -0.26584405, 0.14400032, -0.17526184, -0.03935601, 0.3644749, 0.16912697, -0.1759068, 0.1774985]"
Thirteen,"[0.13990894, -0.0926202536, -0.0855883807, 0.107960433, 0.0325942859, 0.406174541, 0.314215094, 0.245061591, 0.270392329, -0.0302976817, -0.0506624579, -0.312627703, -0.175923049, 0.0564959943, -0.15179114, -0.194583178, -0.0370492376, 0.142383903, -0.180015996, -0.00790586974, -0.12586017, 0.271326721, 0.05085342, -0.284218311, -0.00481670629, -0.156822726, 0.429149538, 0.137938589, 0.141506299, 0.0822010189, 0.00701348763, 0.109862648, 0.388197333, -0.203156143, 0.160850197, 0.00917559396, 0.0975957066, -0.0580542423, -0.099747017, -0.0827267393, -0.378197372, 0.0943622962, 0.00834484398, 0.00115198386, 0.111955643, 0.0643329769, -0.185405105, 0.104693145, 0.191531926, -0.15784952, -0.210972771, 0.299589694, -0.178968504, -0.166541606, -0.340022087, -0.0799212232, -0.315387815, 0.000381856342, 0.155524209, -0.123347737, 0.134142384, -0.391575336, 0.0640790239, -0.0434456542, 0.168062925, 0.0997491479, 0.140779555, -0.323801726, -0.0129879294, 0.110808142, -0.0193228163, 0.0370356925, -0.0116058383, -0.165637359, -0.283507437, -0.353652298, -0.153315842, -0.152380735, 0.00247591734, -0.0710562393, 0.0533714369, -0.132837415, -0.171008408, -0.145843372, -0.0863972083, 0.190367281, 0.0929387733, 0.203809634, -0.139333203, 0.576624334, -0.0303911492, -0.0524854921, 0.504477859, 0.286312848, -0.0797689036, 0.0467058234]"
All About Steve,"[-0.02367648, -0.19733289, -0.02697098, 0.15916616, -0.03378903, 0.10190529, 0.5130819, 0.0616391, 0.25286394, 0.02799979, 0.23959227, 0.00701469, -0.09160585, -0.12813358, -0.31061774, -0.224961, -0.23624995, 0.20340943, -0.19016682, -0.08774063, -0.08718677, 0.26183203, -0.1277125, -0.27862698, 0.18183213, 0.02312688, 0.22648664, 0.16308272, 0.221883, 0.1844159, 0.07692952, 0.0129166, 0.4086448, -0.15583634, 0.158604, -0.25524455, 0.14361148, 0.05123343, -0.31190115, 0.11248896, -0.23144417, 0.2573322, -0.06968284, -0.04037815, -0.09628715, 0.02993678, 0.27994758, 0.28725716, 0.10065264, -0.08213796, -0.50251514, 0.32772717, 0.07824866, -0.08810612, -0.20637019, -0.10442609, 0.01129674, 0.12149304, 0.14142285, -0.07714949, 0.13797884, -0.34493324, -0.09749391, -0.11073886, 0.03411437, 0.0023046, 0.19641544, -0.16404721, 0.02484477, 0.14239505, 0.07762795, 0.08752755, 0.06187712, -0.19418052, -0.18128969, -0.0985221, -0.28169522, -0.27071485, -0.05571394, -0.322377, -0.24805549, -0.15278481, -0.3400178, -0.05214669, 0.08389537, 0.11779008, 0.0576003, -0.02967588, -0.09092156, 0.30714533, -0.02811773, -0.0335536, 0.4338303, 0.29356104, -0.29469955, 0.00719056]"
Ex Machina,"[0.152262196, -0.335627705, -0.0707769468, 0.103787728, -0.0581375174, 0.087005429, 0.282399744, 0.107086964, -0.016925361, 0.312770426, -0.151292026, -0.00386591256, -0.22148259, -0.0504745319, -0.241271749, -0.202297896, -0.0483472459, 0.136384621, 0.0300971102, 0.0262212157, 0.00794559345, 0.147647634, -0.0156859308, -0.290425509, 0.268521249, -0.15549162, 0.485871732, 0.018311074, 0.287112236, 0.192691118, 0.0549674146, -0.133884817, 0.394877881, -0.218739823, 0.0933998525, -0.145785466, 0.170011595, -0.00405461993, 0.0191832725, -0.0575185046, -0.169663951, 0.473677784, -0.105813786, 0.258938372, 0.211041138, 0.0503663123, -0.198528945, 0.236672223, -0.0139916819, 0.0736223161, -0.487426251, 0.382394522, 0.0911579877, -0.104122698, -0.131083205, 0.121748246, -0.256669819, 0.203943118, -0.120627701, -0.203086585, -0.0587294772, -0.477621675, -0.0495042242, -0.159204602, 0.000465223828, -0.136489421, 0.266116679, -0.189954445, 0.135602832, 0.152481049, 0.0799380168, 0.28512311, 0.0613529012, -0.0943366364, -0.32389304, -0.563003004, -0.321266085, -0.139173672, 0.0106976125, -0.295524031, -0.0172732212, 0.0336935073, -0.24349001, -0.15483506, -0.123447485, 0.0828936473, 0.0921881795, 0.0562229268, -0.33498165, 0.257938206, -0.121044397, 0.0265405346, 0.358637691, 0.33086133, -0.31344077, 0.0856560171]"
Contact,"[0.07329872, -0.3382433, -0.13641985, 0.11001025, 0.01897601, 0.12537403, 0.33197936, 0.18747774, 0.01134589, 0.18653868, -0.00114587, 0.03902035, -0.2404631, 0.09682494, -0.09937523, -0.1701913, -0.26807675, 0.3319518, 0.00761987, 0.01154768, -0.1321193, 0.05809824, 0.028612, -0.2935367, 0.35658738, 0.16347669, 0.47241575, 0.2126479, 0.26287684, 0.2653275, -0.1140136, -0.2229448, 0.405776, -0.14200947, -0.17193067, -0.1813898, 0.29589078, 0.1330635, -0.09085798, -0.18394537, -0.22372611, 0.3276539, -0.24247015, 0.14867148, -0.02476088, 0.23738931, -0.2184959, 0.09656716, 0.03542501, 0.09989347, -0.3772635, -0.00511021, 0.1554248, -0.23133597, -0.0281667, 0.02067976, -0.11831607, 0.02665628, 0.10353687, -0.19327365, -0.1472354, -0.41147372, 0.05972514, -0.10419665, 0.15788935, -0.35487846, 0.21171278, 0.01726617, 0.2389085, 0.04947256, 0.23177958, 0.15645975, 0.17774376, -0.13647008, -0.33669147, -0.29558092, -0.4387279, -0.21199428, -0.10696894, -0.4019311, -0.1817813, 0.16032265, -0.2990003, -0.24275813, -0.21248503, 0.33928472, 0.17972659, 0.11518616, -0.45255035, 0.36455178, -0.1645828, 0.03349883, 0.55681944, 0.31845996, -0.05820135, 0.07565881]"
Mojin: The Lost Legend,"[0.03080073, -0.2769438, -0.0998795, 0.11634769, 0.02205421, 0.20671375, 0.01261433, 0.20869374, 0.04980253, 0.09354483, -0.09956599, 0.09494212, -0.30742285, -0.02753981, -0.15359798, 0.10483992, -0.06588055, 0.25363034, -0.12513363, -0.11032934, -0.30505556, 0.20640573, 0.04600252, -0.11959112, 0.11504809, 0.0353248, 0.40316793, 0.23315412, 0.1618608, 0.14752367, 0.09482515, -0.10059863, 0.2986653, -0.05444138, -0.03497012, -0.16418843, 0.11282242, 0.04029509, -0.09965196, 0.00528276, -0.3536219, 0.2614174, -0.0342683, 0.13942133, 0.04540125, 0.06980975, -0.06065386, 0.29953083, 0.15870556, 0.01308379, -0.3211209, 0.3632742, 0.04095745, -0.16666968, -0.23483829, 0.12524535, -0.1554294, 0.04398876, 0.06652333, -0.14736421, -0.05227137, -0.45792994, -0.0027527, -0.22697441, 0.03139566, -0.02839958, 0.07842608, -0.06133553, 0.05254684, 0.06762473, 0.08420213, 0.29750964, 0.02106109, -0.11119508, -0.21522118, -0.19111858, -0.3307779, -0.19928508, -0.06939035, -0.15977682, -0.16023597, -0.08439422, -0.25226474, -0.14767994, -0.02787528, 0.15548916, 0.16824941, 0.16956542, -0.24594663, 0.36131448, -0.02971316, 0.0725165, 0.6196825, 0.13271649, -0.28764528, 0.08435649]"
Look Who's Back,"[0.14051816, -0.19763038, -0.0840755, -0.1275482, 0.03369722, 0.21850802, 0.35098186, 0.04295495, 0.05842732, 0.13873862, 0.14794865, 0.10215462, -0.38790926, -0.01345723, -0.2913383, -0.30119413, -0.1320816, 0.10177618, 0.05709555, -0.04640687, -0.0457723, 0.18906441, 0.22216628, -0.2626262, 0.03536392, 0.16840236, 0.2539494, 0.03516409, 0.3548892, 0.2583549, -0.15098384, 0.1111136, 0.4991466, 0.05060136, -0.01838966, -0.16726142, -0.04118431, -0.02847617, -0.06618138, 0.05542333, -0.09839843, 0.18774517, -0.09405421, 0.00823984, 0.00909407, 0.21630096, 0.0076222, 0.31222874, 0.15937869, -0.10048561, -0.329007, -0.07386744, 0.17539962, -0.08157552, 0.11292852, -0.07234086, -0.10364649, -0.05589746, 0.36769632, -0.05066493, 0.15237887, -0.4252074, -0.20088236, -0.14832503, 0.05267338, 0.0732544, 0.08424593, -0.24381135, 0.0244368, 0.24640653, -0.12136786, 0.08874206, 0.00443743, -0.1977691, -0.21454208, -0.02721317, -0.2020344, -0.12367336, 0.05729509, -0.32420066, -0.2128265, -0.35444367, -0.38516492, -0.11568908, 0.10182698, 0.2864624, 0.0839677, 0.23439112, -0.13253729, 0.38031906, -0.09372345, -0.11137194, 0.41418508, 0.11115003, -0.17334452, 0.0188528]"
Trapped in Paradise,"[0.02683275, -0.302086, 0.10010898, -0.35697526, -0.4430947, -0.04763298, -0.04574058, -0.00465223, 0.35910285, 0.60645294, 0.31378013, -0.04813958, 0.18609622, -0.08705455, -0.2249378, -0.06865193, 0.10387202, 0.0664227, 0.1747523, -0.2263239, 0.14442044, 0.13004479, -0.28171158, -0.46365082, -0.00309806, 0.28724697, 0.0964814, 0.3430205, -0.00442251, 0.817814, -0.31986886, 0.3333894, 0.50215065, -0.41328093, 0.06884426, 0.04645443, -0.08018221, -0.49043116, 0.3901412, 0.10916968, -0.4272768, 0.14086519, -0.08157851, -0.054923, 0.2478995, -0.21129398, 0.5302364, -0.07233411, 0.51033354, -0.1268692, -0.03741664, -0.10648081, -0.0196843, -0.5674956, 0.19339111, -0.00241674, 0.17058119, -0.3413467, 0.00202407, 0.01264298, 0.11361888, -0.11003949, -0.31932133, 0.40843618, 0.13663536, 0.41065326, 0.19758016, -0.48072737, 0.35398325, 0.19950995, 0.00394011, -0.25844765, -0.07968211, 0.13127531, 0.42533857, -0.4704602, 0.16522597, -0.33481482, -0.2157647, 0.12247998, -0.06267355, -0.09790882, -0.3480105, -0.34498578, 0.3070179, 0.11318224, 0.0385019, -0.13012205, -0.28540137, 0.54552025, -0.02622633, -0.22649522, 0.5766558, 0.2589603, -0.17806473, -0.21465197]"
Amarkalam,"[0.06774329, -0.13436955, 0.01374432, 0.00739995, -0.00824971, -0.04415996, 0.45705083, -0.03829336, 0.22059181, 0.19516185, 0.13158919, -0.0533671, -0.2962714, 0.00663073, -0.19818488, -0.16234027, -0.17052378, 0.12039823, 0.09249685, 0.02314462, -0.20277601, 0.1157393, -0.05349803, -0.3041832, 0.08427379, -0.13599807, 0.45137376, 0.23008393, 0.15170906, 0.24084015, -0.06781259, 0.1239764, 0.33878317, -0.00451808, 0.09124428, -0.10801355, 0.1271902, 0.1734507, -0.067738, 0.0024345, -0.16706781, 0.22110389, -0.10884287, 0.0031465, -0.02915193, 0.03667207, 0.1693107, 0.27585912, 0.29683122, -0.15719265, -0.42679474, 0.04664944, 0.04214726, -0.25413445, -0.3149082, -0.05581991, -0.15160109, -0.07972699, 0.2025582, -0.15685964, 0.06389397, -0.3744603, -0.08378463, -0.0753367, 0.11493982, -0.05637961, 0.27793467, -0.22165982, 0.11712562, 0.3360668, 0.09511269, 0.02211775, 0.1031336, 0.01070967, -0.21405154, -0.27686858, -0.2532198, -0.2905632, -0.1233459, -0.3059237, -0.14289087, 0.06123785, -0.36696663, -0.16564022, 0.19893886, 0.02443006, 0.07846961, 0.02590232, -0.2417024, 0.29317608, -0.13558808, -0.03695956, 0.47517893, 0.33392626, -0.21367987, 0.04156441]"
The Conjuring,"[0.04908025, -0.25841993, -0.14994167, 0.19113809, -0.06023366, 0.05078501, 0.41963136, 0.01322419, 0.06465256, 0.16612738, -0.10490231, -0.06561075, -0.19256085, -0.05981417, -0.10229185, -0.31444517, -0.06402661, 0.24881238, -0.11516473, -0.00454812, -0.21491718, 0.09077436, 0.05805955, -0.2727049, 0.14764832, -0.07807671, 0.33698532, 0.22493222, 0.15345146, 0.10557275, 0.07541303, -0.1016427, 0.18552113, -0.25672823, -0.06879564, -0.04348875, 0.14643279, 0.04868793, -0.00148063, -0.05280209, -0.19255288, 0.44126967, -0.30308506, 0.23972419, 0.0219643, -0.05908901, -0.17822382, 0.32118517, 0.24065576, -0.06814295, -0.35715905, 0.13356845, -0.05399193, -0.2940408, -0.21077651, 0.10407148, -0.34901965, 0.1088184, 0.00804982, -0.18442808, 0.04750722, -0.40198368, -0.03209992, -0.06947955, 0.27142063, -0.04763915, 0.27410957, 0.02167037, -0.01991854, 0.32441747, 0.12957315, 0.26493123, 0.07075214, 0.03851002, -0.3752182, -0.39243656, -0.23180687, -0.13534708, -0.07186062, -0.3353967, -0.23864786, 0.12784016, -0.2396258, -0.02313339, -0.16461168, 0.07501784, 0.1766294, 0.16893452, -0.3885499, 0.27618763, -0.24520966, 0.1373269, 0.7212665, 0.4293437, -0.05975153, 0.04289309]"
The Mirror Crack'd,"[0.15846784, -0.2733276, -0.03981984, 0.46943483, -0.16088977, 0.02895463, 0.33017185, 0.1494565, -0.22231513, 0.33057168, -0.02173115, 0.09065708, -0.09879643, -0.07878391, -0.27208158, 0.06207117, -0.00119935, 0.16101362, -0.27637044, 0.0467243, -0.09847379, 0.13946633, -0.0273679, -0.28783214, 0.09894203, -0.08410742, 0.4755247, 0.38604155, 0.24223827, 0.15157934, 0.09022558, -0.04569888, 0.18780847, -0.1736216, -0.02712706, -0.3618076, -0.23953067, -0.01147517, -0.17198507, 0.41934165, 0.15284888, 0.2868457, -0.13073374, 0.24425477, 0.36372462, -0.02828162, 0.03866549, 0.23295821, 0.03620398, 0.01331695, -0.28657284, 0.40381107, -0.12750281, -0.48992732, 0.1353369, 0.15987708, 0.05436558, 0.35309067, -0.13979103, -0.06833524, 0.04471752, -0.265695, -0.10169262, -0.15610524, 0.34426185, -0.32514232, 0.25811395, -0.06667278, 0.32655385, -0.34179595, 0.10983396, 0.38778052, -0.23907048, -0.02033612, -0.29054284, -0.20262302, -0.2925227, -0.60581285, -0.30203274, -0.18356597, -0.19760646, 0.04974798, -0.07820096, -0.15749355, -0.3118965, -0.01945642, 0.34309736, -0.09265677, -0.36657962, 0.16989648, -0.3526412, -0.06727782, 0.49988583, 0.2992989, -0.30295196, 0.1567338]"
Billy Madison,"[-0.04946414, -0.301435, -0.04862842, 0.16652028, -0.01660476, -0.10762984, 0.33819535, 0.17998666, 0.10968494, 0.08495984, -0.14939702, 0.14561535, -0.20055152, -0.03397704, -0.28643817, -0.16310593, -0.08576539, 0.23133804, -0.06918793, -0.02602665, 0.02306898, 0.2451701, -0.06006074, -0.3232149, 0.13901956, -0.07238071, 0.47877887, 0.19212258, 0.20799673, 0.10338604, -0.12818317, -0.06046978, 0.43487057, -0.08390179, -0.0062072, -0.1306717, -0.01047308, 0.00627777, -0.17736554, -0.02246688, -0.16598885, 0.3354506, -0.09031406, 0.21907277, 0.07038641, -0.11748044, -0.2094796, 0.2498486, 0.14675373, -0.09286861, -0.30288136, 0.21501204, -0.0629371, 0.02015241, -0.16527645, -0.09220698, -0.11351024, 0.15846412, 0.23954675, -0.07100165, 0.25616664, -0.28406549, -0.10207389, -0.08535322, 0.17432569, -0.04408754, 0.16112493, -0.06939204, 0.12526065, 0.29125452, -0.08339093, 0.12354694, -0.00290264, 0.01020888, -0.30453774, -0.3316004, -0.18015788, -0.3174479, -0.15048762, -0.1967669, -0.13478366, 0.00355855, -0.15758316, -0.1896347, -0.11396974, 0.0900585, 0.01377785, -0.04611733, -0.1860544, 0.4186088, 0.07342704, -0.086528, 0.37797117, 0.24295844, 0.02240244, 0.10795496]"
X2,"[-0.0172592252, -0.317178905, -0.190481767, 0.240791425, 0.235865667, 0.414317518, 0.382433742, 0.374689668, -0.000219925394, 0.257989258, 0.102612182, -0.063112691, -0.457188636, -0.309594572, -0.161894634, -0.140645981, 0.176882297, 0.124108762, -0.233466402, -0.13901785, -0.370728731, 0.185137853, -0.247312009, -0.113131553, -0.0264750198, -0.108159766, 0.540709615, 0.461910546, 0.195175871, 0.142637923, -0.0944229588, -0.341407627, 0.208330259, 0.0765051991, 0.203583315, -0.355950445, 0.315256298, 0.18418695, -0.322360456, -0.300549269, -0.378741711, -0.0269804038, -0.123943888, 0.112046577, -0.112881556, -0.127668455, -0.177179351, 0.0745681077, 0.187862679, 0.175599188, -0.28181538, 0.263014495, -0.0170808081, -0.324603528, -0.400675744, 0.143695638, 0.00278399349, -0.122172661, 0.0456055254, 0.0782716647, -0.0331259705, -0.407816678, -0.0460798256, -0.0317002237, 0.0917648301, -0.214119107, 0.214573979, 0.1825196, 0.133986011, 0.141349629, 0.0554312505, 0.171670988, 0.321262509, -0.110772669, 0.0084784301, -0.425810546, -0.398728758, -0.256401479, -0.0379738733, -0.233355075, -0.120942533, 0.129215524, -0.259562671, -0.00798568223, -0.180129692, 0.0823103562, 0.0162060019, 0.430685103, -0.558618665, 0.586010754, -0.154266253, 0.0784641281, 0.807485044, 0.217603624, 0.0309490114, 0.287318498]"
