title,vector
Burnt,"[-0.29615092 -0.22102928 -0.08231939 -0.00524245  0.07315975  0.05944818
  0.40006796  0.13680314  0.1345196   0.2901349   0.0371297   0.07165933
 -0.2512881  -0.05256436 -0.00478025 -0.21331552 -0.08734892  0.1850142
  0.13434872 -0.07602096 -0.24878289  0.1510115  -0.1788619  -0.23335576
  0.23354027 -0.03777894  0.31637827  0.37640983 -0.04065937  0.19714779
 -0.13119835  0.05340762  0.21764874  0.03958061 -0.13254043 -0.04254369
  0.00538911  0.17227691  0.09921491 -0.12407374  0.05816301  0.3069313
 -0.23877941  0.03566873 -0.05451752  0.15847358  0.39206773  0.04936837
  0.17213783 -0.04997158 -0.20962085 -0.27205673  0.15875207 -0.16683151
 -0.23576497 -0.03422092 -0.21663852 -0.02926342  0.10380552 -0.02639263
  0.12302016 -0.4025435  -0.05525105 -0.11045879  0.16679643  0.02160714
 -0.03765793 -0.11256134  0.25772345  0.3458209   0.14289942 -0.04443236
  0.22011024  0.08029816 -0.1645631  -0.31233948 -0.37077433 -0.2280141
 -0.25473362 -0.2625586  -0.26883844  0.16531296 -0.434002   -0.04895336
  0.21137318  0.06897788 -0.05245668  0.17882343 -0.37796772  0.29539114
 -0.02078273 -0.13137747  0.61636007  0.299435   -0.136822    0.13333371]"
Blood on the Moon,"[ 0.00546466 -0.26118472  0.09090857  0.1255789  -0.06816378  0.2870777
  0.16475937  0.10638966  0.22123945  0.21804641  0.08758681 -0.08945024
 -0.331003   -0.19758205 -0.13632843 -0.04697068  0.02445989  0.07445613
  0.16181211 -0.04353847 -0.27287343  0.05102668 -0.11427059 -0.30814978
  0.03348309  0.0412793   0.551192    0.35886678  0.23726748  0.26539984
 -0.09902377  0.01236491  0.22293112  0.00859465  0.01923365 -0.16637576
  0.29347512  0.20130497 -0.10238656 -0.21051753 -0.10677478  0.06819043
 -0.14299324 -0.04598529  0.01319393 -0.04295816  0.1704314   0.01337115
  0.24142939 -0.15807153 -0.27982515  0.0903267   0.09960905 -0.09695213
 -0.2370514  -0.03933941 -0.02455658 -0.05792601  0.0563939  -0.16648369
  0.07621135 -0.29265594 -0.0743988  -0.03975017  0.09437136  0.00547208
  0.18829277 -0.0535901   0.26641873  0.0180639   0.23951341  0.13344827
  0.19492999 -0.19665638 -0.10641147 -0.0516618  -0.22713268 -0.35393393
 -0.03736836 -0.37342086 -0.13125557  0.13011324 -0.26907372 -0.3152426
  0.02336025  0.22320203  0.22976246  0.11728247 -0.41420776  0.36701497
  0.02019102  0.09377027  0.3792859   0.22223532 -0.14107305 -0.1008434 ]"
Cars 2,"[ 0.16319808 -0.38488662 -0.04509866  0.0835562  -0.19551565  0.05767587
  0.23578285  0.13261563  0.11760186  0.22149591  0.17050189  0.14119254
 -0.23026228 -0.19917275 -0.19258995 -0.06712139 -0.14386663  0.15398759
  0.02278689  0.0135883  -0.19705798  0.17861666  0.037209   -0.15923618
  0.24480304 -0.14602351  0.358039    0.00650172  0.02532955  0.1468432
 -0.07459131 -0.2355257   0.20914774 -0.16327877 -0.04954441 -0.09224666
  0.27579325  0.02664416  0.02121788  0.12172911 -0.24977273  0.26028323
 -0.17922594  0.3019602  -0.04466709  0.02158351 -0.27040756  0.3688596
  0.20202231 -0.08459576 -0.50236696  0.25192645  0.07759699 -0.2647869
 -0.25000617  0.18517078 -0.21133696  0.02553339  0.12859927 -0.24397549
 -0.2186854  -0.5008733  -0.05691251 -0.36154917  0.08912483 -0.09545129
  0.22011971 -0.06154307  0.18483149 -0.08106451  0.12020185  0.3949149
  0.16093363 -0.12376938 -0.07377961 -0.40047762 -0.43403438 -0.21556048
 -0.01998711 -0.33774585 -0.01334619  0.09694219 -0.32945263 -0.11155083
 -0.03420946  0.06205387  0.19890848  0.1939981  -0.53655034  0.2869202
 -0.19191211 -0.0818323   0.8390423   0.4462663  -0.31468096  0.21086688]"
More Than a Game,"[ 0.07937804 -0.11338228 -0.3054371   0.1269825   0.2225548   0.07212219
  0.45636547  0.28759056  0.17598076  0.3437429  -0.09053233  0.00402987
 -0.4474595  -0.4342611  -0.05982479 -0.15493712 -0.12470949  0.5436662
 -0.08273251  0.09944137 -0.5254937   0.0696392   0.0477015  -0.31204417
  0.4492608  -0.3369942   0.5164425   0.22116584  0.12138151  0.03665109
 -0.06208102 -0.24535151  0.1021576   0.13416593  0.14084452 -0.17144552
  0.25645286  0.09172683 -0.37094262 -0.07435957 -0.36242983 -0.08072135
 -0.25913787  0.30364975 -0.09866532  0.1856224  -0.14884453  0.29553336
 -0.04954147 -0.01618017 -0.32306063 -0.04348116  0.24193601 -0.28933126
 -0.31195596 -0.16154832 -0.11309251 -0.21159203  0.25152406 -0.09445283
 -0.18436898 -0.58959216 -0.09079555 -0.40019065  0.2580934  -0.02404888
  0.21515307  0.07570283 -0.07153822  0.36417225  0.07483047  0.31753105
  0.40202886 -0.1698551  -0.13954325 -0.29372227 -0.412076   -0.08056654
 -0.11916633 -0.18187416 -0.05114087  0.09561952 -0.3720577  -0.03405834
  0.02493611 -0.00655744 -0.14728476  0.5332172  -0.6034014   0.45280796
 -0.19418919 -0.06120304  0.97154415  0.28642604  0.05052323  0.14238615]"
Logan's Run,"[-7.31244832e-02 -1.96881846e-01  1.30948499e-01  8.05974975e-02
  3.08093075e-02  7.56647140e-02  1.49527475e-01  1.19954787e-01
 -8.80061314e-02 -2.44521210e-03 -1.74540117e-01 -6.15213402e-02
 -2.29327083e-01  3.35236080e-02 -1.63647488e-01  4.39872071e-02
  9.50398892e-02  2.09314033e-01 -6.95782006e-02  3.04344390e-02
 -3.95318195e-02  7.96485096e-02  1.73531070e-01 -1.12588085e-01
  3.08021307e-01 -8.93800110e-02  3.56717378e-01  2.37488538e-01
  3.06337893e-01 -6.19042525e-03  2.05212355e-01 -6.46502972e-02
  4.73185688e-01 -1.39161259e-01  5.78537583e-06 -3.77356887e-01
  2.04905391e-01  4.86657247e-02 -4.14507948e-02  1.63354233e-01
 -4.04270709e-01  4.14702594e-01  8.25296864e-02 -1.07489206e-01
  2.94128239e-01 -4.20645159e-03 -4.82722111e-02  3.09243113e-01
  4.21254456e-01 -2.62017697e-01 -3.99086237e-01  3.90556216e-01
 -1.32351443e-02 -3.06157470e-01 -9.22801532e-03  1.33865044e-01
 -1.07708730e-01  1.37460111e-02  9.96625200e-02 -1.47477448e-01
  1.56207845e-01 -2.87372321e-01 -1.76353768e-01 -2.46500015e-01
  2.17222050e-01 -2.50276979e-02  2.79419124e-01 -8.08237195e-02
  5.57775497e-02  2.64726933e-02  2.10750178e-01  2.14075238e-01
  9.33020376e-03  4.38224003e-02 -2.64036894e-01 -3.21410038e-02
 -2.05992430e-01 -5.40180087e-01  5.42091243e-02 -3.40299666e-01
 -2.58844435e-01 -2.10870765e-02 -3.97856325e-01 -1.38580978e-01
 -2.31073741e-02  1.77042127e-01  3.21122110e-01  2.06529230e-01
 -3.08285713e-01 -1.27660304e-01 -1.27838850e-01  9.07077566e-02
  4.38429683e-01  1.61156029e-01 -3.18613023e-01  4.01961524e-03]"
War of the Arrows,"[-0.01709254 -0.31406897  0.03233852  0.10064247  0.02824868  0.08264537
  0.23858553  0.1857028   0.06191374  0.16467918 -0.06789183 -0.0188776
 -0.21286967 -0.02671313 -0.25662667 -0.12757865  0.09036305  0.25546208
 -0.00916978  0.01167853 -0.19241098  0.18436939  0.04967186 -0.35251844
  0.17470205 -0.12875932  0.48400444  0.10820881  0.17475899  0.12917528
 -0.08838025 -0.10966337  0.376897    0.01926479 -0.09455257 -0.19526419
  0.14287478  0.05897533 -0.123779    0.11128896 -0.16833806  0.07850414
 -0.0833708   0.05090479  0.0540908   0.04348511  0.05014931  0.22030076
  0.38096225  0.00473054 -0.35697198  0.0642758   0.07816803 -0.13601539
 -0.1909535   0.04112103 -0.06223098 -0.06069593  0.07855217 -0.0388837
  0.16164736 -0.41657287 -0.02286914 -0.14410828  0.04515641 -0.11233634
  0.24046066 -0.07718863  0.16245548  0.22842582 -0.08687241  0.27615306
  0.0811582  -0.02414582 -0.22997136 -0.19572364 -0.36350313 -0.2927475
 -0.16497077 -0.1909913  -0.18887387 -0.00377233 -0.22185695 -0.18426405
 -0.1147664   0.12510358  0.1660298   0.2722776  -0.35454762  0.35988212
 -0.09997022  0.03906839  0.4784766   0.1219883  -0.11451141  0.20692016]"
An Eye for Beauty,"[-0.17039233 -0.30642837 -0.36653948  0.25927454  0.11426695  0.17458735
  0.48094505  0.26985714 -0.29901773 -0.16429897  0.48294201 -0.30487084
 -0.14455947 -0.1627776   0.02049307 -0.14710642 -0.03450916  0.37682027
 -0.2549796   0.0425479   0.14922802  0.4164056   0.5683633  -0.594825
  0.4599455  -0.40023994 -0.11888623  0.26823738 -0.38334137 -0.4387234
 -0.02099445 -0.16359434  0.25488588 -0.6755532   0.09334995 -0.66166204
 -0.12438881 -0.24036324 -0.34970203  1.046639    0.02327032  0.4128279
  0.20132251  0.85700256 -0.27320907 -0.04380712 -0.24866343  1.2465583
  0.6423128   0.0202264  -0.06835358  0.10064013 -0.2926108  -0.19354042
  0.32494396  0.22235036 -0.156954    0.22044475 -0.37948686 -0.23143324
  0.1490935   0.05128383  0.00277908  0.4230066   0.5018117  -0.18264866
 -0.14316404 -0.13413326  0.06397079 -0.10482445 -0.04787152  0.38163504
  0.04107041 -0.12832983 -0.21481661 -0.24995556 -0.57302356  0.05964919
 -0.11152361 -0.42423183 -0.19446723 -0.09863711 -1.0086806  -0.05525476
 -0.08294626  0.19004148  0.07070716  0.4093116  -0.68117625  0.01869072
 -0.40864    -0.17188361  0.6266069   0.32936332 -0.01500659  0.36602154]"
Jab We Met,"[-0.17628619 -0.25046474 -0.03012214  0.03598822 -0.08996947  0.3017515
  0.34917417  0.04034926  0.14410613  0.18211533  0.02872754 -0.05537046
 -0.21582691 -0.17801753 -0.1268495  -0.2465383  -0.07618186  0.03211182
  0.11688927 -0.06144322 -0.11583818  0.14970185 -0.05479773 -0.26380017
  0.04094147  0.06282823  0.36517686  0.17033227  0.01615041  0.09573635
 -0.14962545  0.09994483  0.35923833  0.11871399  0.02846899 -0.37121275
  0.16833869 -0.11761092 -0.15990835 -0.01614581 -0.08579766  0.10468657
 -0.18482503 -0.00126466  0.01444858 -0.10060939  0.31005272  0.15449277
  0.32665342 -0.00574357 -0.2991994   0.08233344  0.09442555 -0.00762136
  0.02679941 -0.16578548 -0.04348695  0.00103522  0.17002365 -0.06848323
  0.23136538 -0.32491443 -0.150359   -0.08290306  0.09196217  0.02241901
  0.15964589 -0.282443    0.10213966  0.31179574  0.03794651 -0.00519921
  0.09700363  0.11210235 -0.19266932 -0.03465295 -0.31753874 -0.27220094
 -0.0897358  -0.03350335 -0.23558296  0.02820687 -0.2872578   0.04366541
  0.01829845  0.29912502 -0.01196788  0.12377563 -0.24457656  0.34862417
  0.08460777 -0.0918508   0.43129107  0.19547473 -0.18510929  0.10047614]"
Before Sunset,"[ 0.11702697 -0.3054052  -0.24078631 -0.29063663  0.13794138 -0.2899753
  0.29192773  0.01186494  0.07510552  0.02293656 -0.08268446  0.04679338
 -0.20618789  0.05139718 -0.11670393 -0.2106663  -0.38872844  0.30657852
 -0.00316309  0.01687007 -0.06123847  0.32691783  0.08276387 -0.5281516
 -0.01415487 -0.22865473  0.22170772  0.22243117  0.04764862  0.3261139
 -0.06715904  0.16146393  0.3061764  -0.06984758 -0.2024334  -0.01159255
 -0.19703148 -0.0220931   0.21936676  0.18173052 -0.12153863  0.21519648
 -0.09298671 -0.19228795  0.30173948  0.36124277  0.09969071  0.45292774
  0.49500754 -0.13525358  0.07471473 -0.07791919  0.06868982 -0.20930037
 -0.00792042 -0.08751469 -0.01814724 -0.12200183  0.15162519 -0.12273458
 -0.04727124 -0.24376175 -0.2496535  -0.07000633  0.17499366  0.11563724
  0.31694233 -0.28427112 -0.07914316  0.47585687  0.22913837  0.07189931
 -0.396899    0.1370708  -0.03197994  0.21614571 -0.1314122  -0.32457724
  0.06830404 -0.14255333 -0.26043698 -0.32396892 -0.20195313  0.14601639
  0.21296911  0.13409649  0.23592271  0.0919151  -0.3147951   0.39278996
 -0.02486173 -0.17378558  0.17800021  0.3722802  -0.33330968 -0.02081177]"
Kill List,"[ 0.33179465 -0.06836481 -0.02913345  0.10341993  0.13498189  0.00877357
  0.22773768  0.05391515  0.13231204  0.18328546 -0.15903781 -0.14923328
 -0.20086776  0.08971979 -0.13152207 -0.27730474 -0.22696543  0.17257649
  0.06809776  0.1336764  -0.09855125  0.00653851  0.05917065 -0.49320182
  0.41388237 -0.18016312  0.4364197  -0.09051798  0.4208454   0.4737787
 -0.04085632  0.02567622  0.4442991  -0.49946174 -0.0931034  -0.20976248
  0.24958299  0.24988209  0.01926014 -0.14138946 -0.33406475  0.34098434
 -0.25100347 -0.03392523  0.0416776   0.19966577 -0.02639315  0.22006811
  0.22901002 -0.10628491 -0.2630494   0.25803813  0.00986947  0.11993496
 -0.15652111  0.2229132  -0.31787497  0.19015837 -0.01463488 -0.29583633
 -0.16468462 -0.55970925 -0.22177817 -0.12273639  0.08565582 -0.05203788
  0.3156337  -0.09672969  0.1554711   0.16409586  0.31334615  0.33018187
 -0.00350809 -0.15070666 -0.1751181  -0.37659967 -0.05402166 -0.17573036
  0.10156975 -0.5254185  -0.0110644  -0.06363693 -0.44018504 -0.28357893
  0.01434962  0.06998331  0.21542118  0.00425207 -0.28848904  0.24942684
 -0.11617058  0.05194004  0.3653108   0.28467476 -0.39140937 -0.13050431]"
Once Bitten,"[-0.25962946 -0.2760366   0.12068784  0.0476637  -0.07979494  0.12020563
  0.35901323  0.03415953  0.03753831  0.0852189  -0.12550358 -0.20285708
 -0.11612413 -0.06828494 -0.07374833 -0.06589648  0.09159967  0.07890449
  0.08021105 -0.02643592 -0.11745268  0.2502882   0.01987028 -0.2190235
  0.05040148 -0.04188908  0.40742502  0.21049696  0.01172796  0.0437322
 -0.06535368  0.12115235  0.5573112  -0.15485018 -0.05835492 -0.4024885
  0.04102555 -0.08908083 -0.11036561  0.24182414 -0.03410267  0.38187414
 -0.0378207   0.12247644 -0.01389213  0.03319713  0.01781171  0.223486
  0.30991465 -0.14269453 -0.21016216 -0.00352671  0.04217613 -0.10873918
 -0.1275632  -0.19019727 -0.41538307  0.08407559  0.13618402 -0.18613955
  0.2196253  -0.295776   -0.01867507 -0.13219614  0.1255006   0.02968351
  0.21497478 -0.071606    0.06134545  0.36203128  0.01329812  0.190712
 -0.08469005  0.12453191 -0.19411999 -0.17681071 -0.21187356 -0.21694681
  0.0651244  -0.23200616 -0.16607626 -0.14144918 -0.37207738 -0.02591435
 -0.13517469  0.13053551  0.12339126  0.08365244 -0.15995942  0.3873068
  0.01867998  0.11857761  0.3940281   0.1679207  -0.18410246 -0.04413268]"
Fish Tank,"[ 0.12392855 -0.1753004  -0.07834346  0.20206663 -0.04007155 -0.16823357
  0.05073538  0.3275717   0.08179978 -0.35738128  0.30045956  0.08307053
 -0.135153    0.2304624  -0.13289434 -0.09098829 -0.5181759   0.44683784
 -0.1718163   0.00741513  0.16515212  0.4190187   0.3448987  -0.19713369
  0.4433694   0.01927483  0.17775027 -0.02782406  0.32321107  0.19517437
 -0.0798981  -0.09079512  0.24212113 -0.2877304  -0.1692908  -0.26833078
 -0.20264575  0.28384987  0.15874201  0.14114007 -0.2993911   0.2170716
  0.23656793  0.12923178  0.04004927  0.20826174 -0.16401443  0.3706315
  0.20683947 -0.24556652  0.14283651  0.01676288 -0.23193423 -0.5781912
 -0.25592986 -0.00129682 -0.04406533 -0.04939223  0.08917583  0.0691134
  0.16430917 -0.20903426 -0.14074638 -0.4764455   0.05184374 -0.07767392
  0.01771038 -0.1723319   0.10593151 -0.2743834   0.19063014  0.42358562
 -0.29527858 -0.2865186  -0.07695127 -0.28690383 -0.19173038 -0.50008696
  0.1393907  -0.44629562  0.00173291 -0.05691089 -0.30945563 -0.30967188
 -0.15062706  0.12595446  0.01777426 -0.09061483 -0.4188245   0.46562207
 -0.20734829 -0.1198475   0.6050421   0.50860465 -0.08711512  0.28967232]"
'71,"[ 0.1158944  -0.21855631 -0.10262748 -0.1291795   0.09504513 -0.33834693
  0.30914372 -0.16227223 -0.07828233  0.20167978  0.03969534 -0.41513366
 -0.21740009 -0.03876379 -0.23860693 -0.14350432  0.17007354  0.41009098
  0.07771177  0.25668857 -0.1714622   0.25665486 -0.05828996 -0.3465611
  0.47166437 -0.1384941   0.28146845 -0.05398521  0.12884873  0.29216388
  0.13204136  0.0501697   0.51278263 -0.19002199 -0.06801124 -0.33971024
  0.22985993  0.24721196  0.14077061  0.0514724  -0.39583635  0.3426306
 -0.08607234  0.0020452   0.26712412  0.18024482 -0.11797493  0.3415586
  0.12633754 -0.15033224 -0.51196235 -0.0836335  -0.01732509 -0.2598571
 -0.13280772  0.17669164 -0.24456814 -0.04584286 -0.01014212 -0.26546773
  0.15110578 -0.4322198  -0.07740825 -0.18534145  0.24512206 -0.00756066
  0.4277499  -0.01793892 -0.0179108   0.343335    0.18177146  0.10670058
 -0.09814734 -0.00926138 -0.34966543 -0.3260862  -0.05960038 -0.14331183
 -0.02113913 -0.3041026  -0.02072497  0.08033979 -0.27808908 -0.21603988
  0.10952372  0.01569903  0.09636983  0.21135253 -0.26420987  0.27381068
 -0.14134571 -0.07952987  0.73345864  0.31871393 -0.31318238  0.01441093]"
Song for Marion,"[-0.13808492 -0.3667894   0.03775509  0.0288372  -0.02191563  0.18697734
  0.22771133  0.07411993  0.16750401  0.12642843 -0.05210138 -0.08421418
 -0.22965793 -0.11367281 -0.09533097 -0.14768206 -0.00524946 -0.00362251
  0.07888483 -0.12353598 -0.10287538  0.28699043 -0.15286249 -0.28924853
  0.09049632  0.01137178  0.43300772  0.2136178   0.09251785  0.18284705
 -0.12789762 -0.02795619  0.31422725 -0.0865349   0.03303817 -0.16802783
  0.32409742  0.00565149 -0.01975488 -0.24002753 -0.20662522  0.08256624
 -0.08983353  0.13390614 -0.06779063 -0.16156986  0.25378555  0.03382219
  0.10414623 -0.05754637 -0.35759354 -0.01010654  0.05183409 -0.10358856
 -0.21619932 -0.04379916 -0.05788669  0.03060023  0.1601     -0.10840204
  0.14301024 -0.24626549 -0.03444681 -0.08875033 -0.01442531  0.01938609
  0.148375   -0.1823719   0.18595913  0.13845858  0.05066746 -0.05331443
  0.25441125 -0.04182544 -0.00840609 -0.11884274 -0.31999594 -0.12733658
 -0.01988073 -0.2138792  -0.05143702  0.08057085 -0.26858455 -0.14114834
  0.05096281  0.19190812 -0.07244062  0.10540935 -0.21504231  0.46129078
  0.11207728 -0.00314708  0.5903989   0.2818042  -0.1395289   0.20402806]"
Wolf Warrior,"[ 0.25060922 -0.41070718 -0.08398557  0.22519359 -0.08711    -0.17270418
  0.4661738   0.04208858 -0.16339187  0.15788008 -0.1297441  -0.09466989
 -0.2059631   0.0507021  -0.25580975 -0.02310854  0.00144216  0.1569576
 -0.07182115  0.13231559 -0.27229714  0.22017907 -0.05762217 -0.18963133
  0.23834069 -0.20862558  0.3878615   0.15898533  0.22547849  0.16514903
  0.05790279  0.03138379  0.2594439  -0.18797362 -0.27681237 -0.23715791
  0.21154167  0.10468654 -0.00756814  0.11527422 -0.05844962  0.33340776
 -0.07702764  0.02010253  0.28205213  0.04605717 -0.21182017  0.3215119
  0.09960814  0.0921668  -0.6386911   0.4958307  -0.01262854 -0.30312878
 -0.44708398  0.3060824  -0.04923551  0.1311286  -0.14175431 -0.1936893
  0.22442201 -0.36347398  0.04045265 -0.212224    0.08093167 -0.4413458
  0.28841105 -0.10672836  0.31036025  0.09007038  0.29519418  0.1430328
 -0.13134994 -0.08883113 -0.31524822 -0.26801887 -0.29921272 -0.3390863
 -0.18399684 -0.32954764 -0.25539437  0.15280944 -0.07682474 -0.04543762
 -0.3710109  -0.02951374  0.08674827  0.17373112 -0.411026    0.42102477
 -0.18225412  0.10558754  0.60433125  0.380744   -0.27091765  0.2330367 ]"
Starman,"[-1.7577486e-01 -1.5663166e-01 -6.4145260e-02  7.7733256e-02
 -8.5777566e-02 -9.8716639e-02  6.3429630e-01  9.5842585e-02
  4.1962719e-01  4.0176409e-01  1.1207180e-01 -3.6883995e-01
 -9.8531067e-02 -4.5648739e-02 -1.0719831e-01 -2.7194253e-01
 -2.5422552e-01  1.5611817e-01  2.5373435e-01 -3.4439504e-02
 -4.4534650e-01 -4.9893919e-04 -3.5521612e-01 -5.4124266e-01
  2.2862963e-01 -2.1932799e-02  5.4923868e-01  4.3971494e-01
  8.9068934e-02  2.1496731e-01 -7.5414002e-02  1.2585054e-01
  4.9788889e-01  2.7973458e-02  2.7035558e-01 -2.8009443e-02
  2.5031060e-01  1.5265658e-01 -1.6351664e-01  3.0881089e-01
  5.2128114e-02  2.6657009e-02  1.7541962e-02  7.8807980e-02
 -2.7988583e-01  1.0298224e-01  1.7514119e-01  2.6372913e-01
  2.9223448e-01 -2.7215523e-01 -3.1877136e-01 -1.3714941e-01
 -2.7787562e-02 -3.3284765e-01 -2.6416659e-01 -2.6950759e-01
 -4.5040807e-01  1.9186916e-02 -1.1660415e-01 -1.6108313e-01
  3.0523038e-01 -3.6020595e-01 -6.0645379e-02  5.6497868e-02
  1.8001778e-01 -8.3778813e-02  2.5471413e-01 -1.9858310e-01
 -1.3054287e-01  5.1397675e-01 -1.2129473e-02  2.9663814e-02
  8.2616968e-04  1.2943858e-01 -1.1777727e-01 -4.8456758e-01
 -2.2803487e-01 -2.3590817e-01 -1.8380521e-01 -1.5150787e-01
 -2.1112651e-01  2.3450141e-01 -4.9753934e-01 -9.4996609e-02
  3.0721852e-01 -2.7029058e-02  3.5732046e-02  1.0120691e-01
 -3.8792524e-01  3.9747298e-01 -1.9014534e-01 -3.3592913e-02
  5.0150323e-01  3.2628253e-01 -1.5837792e-01  4.8455905e-02]"
The Cat's Meow,"[ 0.11023294 -0.2297854   0.00612039 -0.01713627  0.3072933   0.21454014
  0.11153647  0.45620322  0.24060583 -0.11458837 -0.05101603  0.09395732
 -0.2677162  -0.07050917 -0.3256367  -0.09643525 -0.14532231  0.26847637
 -0.18550184  0.17933911 -0.3470902   0.14295362 -0.00952083 -0.25929946
  0.16009642  0.03220797  0.54932785  0.07062192  0.28777808  0.2256982
  0.2753081  -0.37277645  0.21488596 -0.09576585 -0.17821047 -0.15076867
  0.28373784  0.1744987  -0.09340248 -0.4294259  -0.27613887  0.53940845
  0.22962837  0.034446    0.08158602 -0.0302953  -0.42910907  0.148336
 -0.17183255 -0.14607587 -0.3481174   0.48106235  0.10210651 -0.07873696
 -0.4475747   0.08742553  0.25960252 -0.1462639   0.09921141 -0.09175564
 -0.09400003 -0.7558412  -0.05789907 -0.2140524   0.13856637 -0.14515057
  0.4457313  -0.12517528  0.1482574   0.15295047  0.3241088   0.2531838
  0.19522703 -0.25524628 -0.11681485 -0.17813851 -0.43594968 -0.46825638
 -0.12285747 -0.37305447 -0.26829356 -0.01087921 -0.0690584  -0.01878678
  0.0873178   0.18348679  0.45310268  0.30884826 -0.4964624   0.55581474
 -0.1560882   0.06526229  0.69390976  0.18023176 -0.27318206  0.0238557 ]"
The A-Team,"[-0.1215561  -0.43588272  0.08708758  0.00961297  0.05623131  0.20135665
  0.2604043   0.4324795   0.18822427  0.20457578  0.1130456   0.24842677
 -0.3361603  -0.08265117 -0.30603665 -0.01494862 -0.06345646  0.12824859
 -0.05068198 -0.13232714 -0.34666097  0.12030536 -0.18008259 -0.01970514
  0.09081253 -0.15532358  0.52146643  0.25005594  0.19492437  0.19112556
 -0.18444207 -0.21144661  0.31365693  0.0468715  -0.2485834  -0.20285496
  0.36119914  0.23768169 -0.10549221 -0.06004624 -0.40151146  0.14184482
 -0.21369968 -0.02595678 -0.02938748 -0.0765959  -0.01071336  0.09043291
  0.2662389   0.00636009 -0.32285357 -0.11746898  0.24162365 -0.08431121
 -0.29758725 -0.04271072 -0.02862711 -0.1838066   0.16100907  0.04628316
 -0.08836302 -0.36679995 -0.09022703 -0.1947515  -0.07958551 -0.07383914
  0.30499518  0.13395844  0.06860851  0.08375511  0.21771245  0.10884908
  0.37033153 -0.19037683  0.06179995 -0.02478762 -0.37883967 -0.3330368
 -0.03842805 -0.3645259  -0.03093345 -0.22044548 -0.30063486 -0.13441522
  0.07222099 -0.1358941   0.2315516   0.23720537 -0.495914    0.5705296
 -0.04071258  0.12129591  0.7213417   0.17618906 -0.1079942   0.31646627]"
To Catch a Thief,"[ 0.1800993  -0.22450677 -0.1404717   0.10794915 -0.0608767   0.03444158
  0.2434425   0.0240216   0.26010182  0.16214749 -0.03246088 -0.0264801
 -0.22103782  0.10103761 -0.12460405 -0.17402604 -0.06036897  0.21167426
 -0.12572187  0.08570693 -0.10954395  0.3376668  -0.00858872 -0.38264042
  0.19843683 -0.19701819  0.28086355  0.00837031  0.21286042  0.18332075
 -0.05250514 -0.05063798  0.22598414 -0.21230814 -0.00192933 -0.17716695
  0.14928867  0.08538724  0.00234497  0.17473756 -0.24345295  0.28276217
 -0.11577174  0.0031355   0.18128549  0.00647012 -0.10162786  0.29312664
  0.28481486 -0.1661797  -0.2959506  -0.03146911 -0.01044534 -0.2821983
 -0.16543764  0.10155413 -0.16769554 -0.00385687  0.09942788 -0.06877298
  0.0125599  -0.37936258 -0.27924728 -0.07523009  0.15060294 -0.09554821
  0.22130652 -0.16912822  0.3108211   0.11037962  0.14142852  0.14700867
  0.13765289 -0.03500843 -0.20514944 -0.2991226  -0.1576405  -0.2937273
  0.098906   -0.27518407 -0.16989389 -0.11000101 -0.3611032  -0.23909391
  0.06694886  0.17037605  0.32010925  0.1058686  -0.35463202  0.4077304
 -0.15504101 -0.00477208  0.473931    0.34249502 -0.22402999  0.09310116]"
Hidden Figures,"[ 0.09210061 -0.1522454  -0.1415839   0.1810134   0.29367712  0.18580155
  0.33716443  0.23715682  0.1935461   0.2828831   0.07535502  0.06708929
 -0.4332362  -0.32583314 -0.15382238 -0.24750578 -0.02051408  0.44461152
 -0.2235821   0.03497702 -0.40293756  0.1557907  -0.13076928 -0.15589692
  0.36389074 -0.16456027  0.6410884   0.15255123  0.20819412  0.21849956
 -0.20562121 -0.49271804  0.31007558 -0.01830771 -0.1195076  -0.2024423
  0.36953285  0.1524465  -0.01708382 -0.2405215  -0.46890518  0.21990077
 -0.34561777  0.00330503 -0.15166411  0.12262021 -0.1865801   0.21459988
 -0.01790225  0.08904158 -0.33579472 -0.02314544  0.17987028 -0.2940127
 -0.4977747   0.0925028  -0.01113348  0.08208138  0.16024856 -0.06919972
 -0.30613813 -0.33438256 -0.22594374 -0.25449938 -0.14917625 -0.1724072
  0.2800747   0.13256961  0.22857957  0.11764036  0.11424392  0.16956647
  0.44056922 -0.22339259 -0.1960785  -0.26277652 -0.405834   -0.10347193
 -0.04014145 -0.2769849   0.12628844 -0.03470928 -0.14546286 -0.08612137
  0.03127132  0.09892354  0.02020438  0.24649797 -0.5221631   0.4776523
 -0.12275361  0.03895788  0.72569585  0.33701432 -0.02550768  0.06050427]"
