title,vector
Jurassic Park,"[ 0.10783254 -0.05859019 -0.09267058 -0.00669296  0.05163714  0.13209671
  0.2633372   0.10112093  0.22965963  0.04765532  0.04651005 -0.19336158
 -0.3320602  -0.09063168  0.00043653 -0.00073741 -0.01424873  0.2118343
 -0.11291582  0.00139346 -0.12160677  0.31937942  0.11758167 -0.39230523
  0.06789316 -0.17102592  0.29972357  0.22083102  0.17208305  0.27389944
 -0.01221119  0.00639411  0.1325246  -0.3923104   0.10142101 -0.22816475
  0.09938645  0.14561905 -0.27964222  0.16812494 -0.18355753  0.24361542
 -0.23271872  0.16742422  0.03882859  0.14498138 -0.01379866  0.12085524
  0.3672329  -0.09233141 -0.24581374  0.03164374 -0.0797485  -0.3053791
  0.01558934  0.08266863 -0.06241762  0.12775718 -0.00180993 -0.17000353
 -0.13777167 -0.323362   -0.14366852 -0.10543299  0.15566364  0.0070106
  0.05624738 -0.01026169  0.08328962  0.21374963  0.07866579  0.1811812
  0.1242266   0.03780324 -0.18336286 -0.18729363 -0.24665894 -0.36706915
  0.18803872 -0.38044897 -0.28145596 -0.03128058 -0.31230137 -0.20386317
  0.03800254  0.14999576  0.07204489  0.19059376 -0.36408252  0.3356928
 -0.11417188  0.06697206  0.28691527  0.40462422 -0.22120064 -0.0780981 ]"
The Mist,"[-5.18007437e-03 -2.27791235e-01 -3.10941413e-02  2.25430325e-01
  1.32115796e-01  3.70811015e-01  2.01209709e-01  9.63412449e-02
  1.39877677e-01 -6.62004650e-02 -1.23724774e-01 -5.54678310e-03
 -2.58188307e-01 -2.02044979e-01 -2.56361336e-01 -1.34392545e-01
  8.62925500e-03  2.34279096e-01 -1.86566249e-01 -1.52539954e-01
 -1.57811835e-01  2.85380840e-01  1.14990488e-01 -1.50763229e-01
  2.19110757e-01 -7.65861198e-02  2.92895883e-01  9.73588973e-02
  2.28638649e-01  1.00820012e-01  1.11424796e-01 -1.79282233e-01
  3.39543641e-01 -2.58457392e-01 -9.49249417e-02 -2.28705674e-01
  2.01551765e-01 -4.63297503e-04 -1.10149018e-01 -8.18549842e-02
 -4.74380970e-01  4.78105813e-01 -1.70632139e-01  1.87233672e-01
  9.36079212e-03  1.46183461e-01 -2.31486022e-01  2.67198563e-01
  9.57769081e-02  1.45529285e-01 -2.67471492e-01  1.63562104e-01
 -2.57759877e-02 -3.48836812e-03 -1.22945532e-01  1.99491918e-01
 -1.22816905e-01  1.41746372e-01 -1.45501122e-01 -1.29996717e-01
  6.72117174e-02 -3.08898360e-01 -4.15501222e-02  1.01969661e-02
  1.67809114e-01 -2.20865622e-01  8.89841393e-02  9.05149207e-02
  1.40986860e-01 -1.09977260e-01 -5.18265814e-02  2.59620190e-01
  1.41935453e-01 -2.39731550e-01 -3.18221033e-01 -2.72062331e-01
 -3.16607147e-01 -1.90892249e-01  7.43732005e-02 -4.03111666e-01
 -1.44548416e-01 -1.96311414e-01 -2.43472129e-01 -8.96851495e-02
 -2.42994472e-01  2.36516386e-01  2.11715996e-01  1.34547055e-01
 -3.25213134e-01  3.41346025e-01 -2.11869031e-02  1.27594590e-01
  6.04230225e-01  3.72793078e-01 -1.81747973e-01  4.58942614e-02]"
Happy New Year,"[ 0.078135   -0.21408431 -0.19689587  0.22346899  0.12267214  0.16004458
  0.21216814  0.13880458  0.12445589  0.18334548  0.03392841  0.01145764
 -0.33910996 -0.09417999 -0.07813355 -0.08099006  0.04823333  0.20638324
 -0.2538024  -0.09272374 -0.12135424  0.24403916 -0.01392037 -0.4378131
  0.16862962 -0.29678494  0.56644195  0.10415347  0.18918283  0.2173303
  0.06688066 -0.14668827  0.11533362 -0.13373736  0.06091664 -0.10818435
  0.07121474  0.06426353 -0.33839768  0.18555808 -0.25645027  0.25473535
 -0.29791564  0.0954928  -0.000974    0.1837274  -0.03050301  0.21025603
  0.12116771 -0.10332119 -0.25841653  0.18498285 -0.01082885 -0.30602622
 -0.07542263  0.09455732 -0.16299121  0.22587124 -0.07833342  0.0102828
 -0.21900244 -0.35851723 -0.14846034 -0.2483242   0.18436897 -0.02919887
  0.14295956 -0.12515128  0.12183209  0.37349457 -0.03835651  0.29908895
  0.05577164 -0.08322013 -0.08035531 -0.27287036 -0.3066778  -0.13473208
  0.1118889  -0.16948707 -0.19000097 -0.15318023 -0.25555804  0.08591963
  0.01539606  0.16874078  0.08102822  0.23640111 -0.43313405  0.13943008
 -0.07618671 -0.00753755  0.40053374  0.33457258 -0.117153   -0.05149143]"
ABCs of Death 2,"[ 0.2669726  -0.11313523 -0.01750976 -0.02491216  0.13581096  0.46789935
 -0.01993038  0.13453406  0.10670121  0.00261344 -0.28378388 -0.13237692
 -0.36964962  0.03540798  0.04006139 -0.15776111 -0.00811412  0.13784719
 -0.08977216 -0.00863229 -0.21525182  0.2369287   0.03060545 -0.24165505
 -0.00177621 -0.11066419  0.48369193  0.03637907  0.31938282  0.16556759
 -0.20114382  0.02553634  0.48700702 -0.33314136 -0.00273647 -0.3021351
  0.3984347  -0.02954477  0.08326737 -0.24356905 -0.45849535  0.22763693
 -0.27107915 -0.06272931  0.17628413  0.11239694 -0.05971992 -0.07929609
  0.19950506  0.07103995 -0.2727482   0.18217239 -0.2180073   0.05604478
 -0.27363086  0.32091087 -0.34809443  0.25295585 -0.08113813 -0.17037894
  0.07058225 -0.42382786 -0.27138197 -0.41949767 -0.0269756  -0.16344975
  0.19693865 -0.2198427   0.23552528 -0.13610351 -0.02384577  0.23552755
  0.16560727 -0.14269106 -0.20526621 -0.27307263 -0.02410208 -0.1880617
  0.23522712 -0.2578777  -0.00080118  0.13849486  0.02879169 -0.0908922
 -0.05669331  0.17398283  0.18162696  0.06366882 -0.20989862  0.3567015
  0.06968042  0.11234146  0.21801701  0.40207326 -0.190007   -0.09580661]"
21 & Over,"[-0.0922318  -0.2073829  -0.05983723  0.01399193 -0.08295946 -0.2692961
  0.4805322   0.2246532   0.06044298  0.1346105   0.08282932  0.04728806
 -0.18351454 -0.02466563  0.03463361 -0.20339186 -0.07823203  0.08500014
  0.13388021  0.18861048  0.08219624  0.2556655   0.05282525 -0.2622334
  0.07945889  0.00442847  0.1863725   0.00575963  0.21923919  0.11485519
 -0.05304182 -0.03506025  0.35817525 -0.2149036  -0.01494081 -0.11674175
  0.10440452  0.00687215 -0.1296008  -0.10092402 -0.12075271  0.41778657
  0.05697406  0.15767008  0.05270994  0.10113533 -0.14290749  0.31971672
  0.10434178 -0.21621469 -0.38348368  0.15670744  0.07584046 -0.01459766
 -0.24207497 -0.10227874 -0.18904512  0.01241116  0.11311208 -0.0844316
 -0.04458103 -0.3437976   0.07355412 -0.19493674  0.14874806  0.03516406
  0.32763585 -0.13886997  0.10752272  0.11750414  0.10970992  0.2110912
 -0.02145006 -0.12015303 -0.10016136 -0.38940692 -0.27399334 -0.12416138
 -0.09908049 -0.37562883 -0.03403549 -0.07242029 -0.4008019  -0.2138166
  0.04870927  0.11867461  0.22001924  0.20300435 -0.33484927  0.35206592
 -0.11171714 -0.03577783  0.5145555   0.3386054  -0.28583968 -0.14532454]"
10th & Wolf,"[ 0.16538219 -0.06978732  0.00815454 -0.13510013 -0.0782021  -0.19557132
  0.1090022  -0.11507326  0.15787506  0.19245453 -0.10916812  0.001735
 -0.25059927  0.15453456 -0.30331576 -0.202347   -0.2233129   0.19957484
  0.02844176  0.0413614  -0.1319448   0.36487624  0.08121306 -0.37315825
  0.22751735 -0.09600019  0.4173911  -0.03282208  0.12959895  0.2535489
  0.03439362 -0.00097713  0.46722    -0.31335503  0.00236526 -0.03454154
  0.24418363  0.1121362   0.05997161 -0.04926974 -0.34061244  0.311341
 -0.00964428 -0.02821423  0.15395652  0.07976038  0.00090446  0.31348354
  0.15683597 -0.10357846 -0.58019644  0.28105482 -0.01196806 -0.11324287
 -0.26233456 -0.02003853 -0.24108309  0.20230168 -0.13193654 -0.3329406
  0.20732504 -0.31735104 -0.18431301 -0.2642214   0.10556514 -0.0885213
  0.30884954 -0.1954769   0.15283038  0.15460974  0.22036023  0.15109444
 -0.0581693  -0.01504808 -0.22809616 -0.24034414 -0.2120021  -0.09045742
 -0.08860464 -0.2361473  -0.22764403  0.1402319  -0.20313014 -0.18355702
  0.10390275  0.08281312  0.24814421  0.02099564 -0.25058392  0.21774359
 -0.04612848  0.02722228  0.45116952  0.4254317  -0.29828444 -0.05037807]"
Demolition Man,"[ 0.18045275 -0.21466158 -0.06517592 -0.05920753  0.05476419  0.05915248
  0.00881554 -0.04289525  0.2643289   0.16342917 -0.2618169  -0.0423744
 -0.45520347  0.2552306  -0.16030127 -0.16901594  0.05398166  0.2197482
  0.01670957 -0.0305213  -0.25923738  0.3164851   0.00999507 -0.171268
  0.07862713 -0.09086841  0.4652371   0.06748833  0.03502012  0.14804223
  0.05095231 -0.16388632  0.32976773  0.04549736 -0.14005381 -0.25921088
  0.11297272  0.20281097 -0.0394749  -0.18870445 -0.1769555   0.07379267
 -0.35548964 -0.08569098  0.39911315 -0.03490895 -0.00729577  0.19073486
  0.45358273  0.00519147 -0.5597698  -0.01244716 -0.01992782 -0.08886006
 -0.3088784   0.12772869  0.18177696 -0.03685058  0.18159571 -0.29734677
 -0.07166053 -0.6500164  -0.03898798  0.19003646 -0.03087514 -0.0836452
  0.19877888 -0.27144873  0.27361965  0.25246745  0.3275898   0.05473264
  0.01926754  0.0120598  -0.36715424 -0.30896556 -0.3048886  -0.188304
 -0.11567514 -0.26227042 -0.10663556  0.20469457 -0.06377793  0.05254468
  0.16420215  0.03738991  0.19980367  0.29045656 -0.28911898  0.3197888
 -0.01962049 -0.13168381  0.6141123   0.35918674 -0.18904628  0.12993334]"
Clerks II,"[ 0.02995577 -0.18821788  0.00923677  0.1213103   0.32366052  0.5556658
  0.3300271   0.2942607   0.49813282 -0.03848789  0.15592475 -0.28234395
 -0.16706842 -0.18883209 -0.4173653   0.02726172  0.15187939  0.19989824
 -0.331388   -0.10553008 -0.16015406  0.02599527  0.04982193 -0.12473793
  0.09152695 -0.08956269  0.54948974  0.27596858  0.37364128  0.12630343
  0.19402575 -0.4633109   0.2529198  -0.00823266  0.18669522 -0.30534375
  0.30050072 -0.16244219 -0.260571   -0.2765456  -0.3161575   0.4853369
  0.3387582  -0.13786583 -0.13495448  0.00332703 -0.01370292  0.06662515
  0.00733804 -0.07708582 -0.3116847   0.3476324   0.13867253 -0.11635228
 -0.2566754  -0.2967456  -0.17642719 -0.18976833 -0.02247356 -0.03298093
  0.02719363 -0.3962724  -0.00596159 -0.04852646  0.14245813  0.16913842
  0.18454915 -0.199789   -0.16841054 -0.02592681 -0.03134348  0.24177998
  0.22839579 -0.25538397 -0.06671279 -0.14392288 -0.19264197 -0.21210943
  0.17554878 -0.13557768  0.01181646 -0.43748695  0.13837825 -0.2127168
  0.00815659  0.24811718 -0.0042912   0.2227588  -0.49374667  0.61576325
 -0.12454661  0.05904392  0.3919466   0.16288048 -0.1707321   0.2298903 ]"
The Invisible Woman,"[ 9.14316401e-02 -1.86692744e-01 -1.92736119e-01 -8.59699249e-02
  4.82412837e-02  2.33695641e-01  5.16092658e-01  1.67515919e-01
  8.44022706e-02  2.02448756e-01 -9.03458968e-02 -1.10986926e-01
 -3.85316551e-01 -2.23739043e-01 -1.16651222e-01 -1.67950004e-01
  4.02557887e-02  3.62427890e-01 -7.61727095e-02 -9.64586139e-02
 -1.19448289e-01  1.60447583e-01  1.42515916e-02 -2.48128548e-01
  2.04783753e-01 -6.97813854e-02  2.51889974e-01  5.16386814e-02
  2.19423145e-01  8.77463296e-02 -9.74728689e-02 -2.68619694e-02
  2.38211155e-01  3.58097218e-02  1.79813936e-01 -3.58292580e-01
  2.74028122e-01  7.66890571e-02 -2.60945290e-01  7.23869875e-02
 -1.95469365e-01  1.31983355e-01 -3.44999492e-01  1.82437301e-01
  1.21175274e-01  2.27308705e-01 -2.24288598e-01  2.19277903e-01
  1.23532496e-01  1.89447328e-01 -2.59143651e-01  1.20962493e-01
  8.61481056e-02 -2.55190045e-01 -1.34471044e-01 -2.64788449e-01
 -1.04714595e-01 -1.16791492e-02  2.28745356e-01  5.61718084e-02
 -3.49331759e-02 -2.97865719e-01 -1.11776240e-01 -2.94730008e-01
  1.46362633e-01  5.53015806e-02  1.82174206e-01 -2.41265893e-02
  7.45005012e-02  3.21747154e-01  9.06767976e-03  1.16419844e-01
  1.24941163e-01 -7.19689131e-02 -3.63883555e-01 -2.10505113e-01
 -5.33837318e-01 -5.60603403e-02 -4.25853468e-02 -3.32065523e-02
 -1.20903797e-01 -2.00640753e-01 -2.95236528e-01 -8.77046958e-02
 -1.35823250e-01  2.17420384e-01  1.05149997e-02  3.89720470e-01
 -2.46205464e-01  4.95016575e-01 -1.10244043e-01  4.98171372e-04
  4.54865158e-01  2.30301410e-01 -1.91160172e-01  4.04766724e-02]"
The Jacket,"[-0.1463181  -0.05236386 -0.1019253   0.10538117 -0.04503367  0.12083234
  0.43037027 -0.06482551  0.13721281  0.2643048  -0.02423718  0.03979084
 -0.16566283 -0.19276099 -0.05948205 -0.1630451  -0.08306286  0.21500878
  0.04093378  0.03566852  0.03938185  0.1974036   0.13743043 -0.36509514
  0.13894525 -0.22304496  0.05683524  0.11644682 -0.02319437 -0.04691879
 -0.05844968  0.11510504  0.18592013 -0.22447476  0.02872024 -0.47322422
  0.03048815 -0.0868584   0.01596106  0.41086152  0.11809646  0.41018215
 -0.26402393  0.29692772  0.30776328  0.05369543  0.0695463   0.41649318
  0.07446241 -0.28876743 -0.37091973 -0.02865854  0.03719792 -0.06710386
  0.00412878  0.07046625 -0.22414173  0.00661185 -0.21272591  0.09031317
  0.51810914 -0.44240472 -0.07539367  0.25552315  0.31121287 -0.00955703
  0.05063284 -0.1601722   0.36875132  0.20500113 -0.19575694  0.14215639
  0.07456297 -0.06960263 -0.35785413 -0.2923041  -0.28699374 -0.20516191
 -0.17302564 -0.15066664 -0.24534327  0.07338111 -0.46273816 -0.23844287
  0.03357017  0.14031973  0.0396479   0.28577554 -0.11635689  0.23811576
 -0.06832194 -0.00526197  0.17098312  0.25583288 -0.28010616  0.02388108]"
Tri bogatyrya i Shamakhanskaya tsaritsa,"[ 0.12361093 -0.17749512  0.02012622  0.02454144 -0.0835455   0.04994715
  0.24005309 -0.10172411  0.05515099  0.14030246  0.07263095 -0.17196386
 -0.37372705  0.01043682 -0.18392675 -0.13496381  0.07431422  0.10087638
 -0.03038063  0.02009176 -0.2539751   0.14460659 -0.04781914 -0.2007984
  0.15986104 -0.15599057  0.34819415  0.04331813  0.15702938  0.22570257
 -0.04251422 -0.03614519  0.4165253  -0.277924    0.04745618 -0.02038592
  0.18982472  0.06029658 -0.04411872  0.12348385 -0.29553363  0.17796145
 -0.23606241  0.02958702  0.24115925  0.14967787 -0.24069889  0.12891397
  0.16062465  0.00887046 -0.46026942  0.20917878 -0.14089212 -0.26779613
 -0.14401437  0.2402461  -0.14491868 -0.01245832  0.03880301 -0.11108457
  0.0491316  -0.45092723 -0.11175437 -0.08000209  0.09598542 -0.02373902
  0.23455708 -0.10558716  0.15989527  0.16519794  0.03611361  0.18102017
 -0.14864977 -0.0281712  -0.17405654 -0.2507444  -0.2893133  -0.23352528
  0.02090017 -0.1509113  -0.1527082   0.2000695  -0.22707358 -0.05125653
  0.03268459  0.23111503  0.04407017  0.23303697 -0.20607172  0.2809568
  0.08684361 -0.01308868  0.341542    0.33924586 -0.19392364  0.05014392]"
Admiral,"[-0.03688565 -0.19220522 -0.25270626  0.09549828  0.02267564 -0.0368451
  0.49968886  0.08350071  0.16286124  0.33898035  0.13333365 -0.10466912
 -0.35487932  0.07268227 -0.23617277 -0.23716232 -0.11465298  0.30139905
 -0.02210228  0.11909378 -0.33266622  0.21510871  0.06943452 -0.28790367
  0.19917203 -0.15295003  0.32810226 -0.02855627  0.2859177   0.10269897
  0.12547565  0.00903196  0.3675436  -0.38182858 -0.05330257  0.0690406
  0.21383183  0.30285054 -0.27632242  0.2071741  -0.16519895  0.2857853
 -0.22745736  0.2774569  -0.12462987  0.19456004 -0.1948416   0.51307863
  0.24082236 -0.10787291 -0.4604497   0.1449776   0.00817748 -0.02782338
 -0.1778886  -0.04300257 -0.3064353   0.09953704 -0.04751904 -0.13892877
  0.08049629 -0.5867201   0.04131255 -0.11361977  0.02432332 -0.09934583
  0.18092659 -0.16556187  0.02991205  0.11403462  0.03365097  0.2820912
  0.23217967  0.04587919 -0.35807282 -0.46791402 -0.46824276 -0.03843626
 -0.0946582  -0.1839069  -0.13806981  0.01048134 -0.44999325 -0.33383623
 -0.06204014  0.01777733  0.15556246  0.35158    -0.5725351   0.39123434
 -0.20886692 -0.16036698  0.61524457  0.2513366  -0.24831304  0.14163277]"
21 Grams,"[ 0.01227974 -0.25080132 -0.10100365  0.09142008  0.01295129  0.38486987
  0.17784368  0.19567062  0.13458593  0.1173063   0.02226401 -0.05189829
 -0.1455752  -0.08088323 -0.1813296  -0.04192464  0.18386815  0.04618621
 -0.16930777 -0.06292339 -0.13989657  0.20523256 -0.02570888 -0.24090481
 -0.01738055 -0.05978379  0.33259505  0.09866232  0.28227723  0.19298749
 -0.049925   -0.06053903  0.40298417 -0.10337336  0.05954916 -0.28101686
  0.13243385 -0.02883172 -0.16597179  0.02678791 -0.40415847  0.29900047
 -0.15925986  0.05626607  0.15087293  0.09259678 -0.25759256  0.11285326
  0.20172462  0.11575338 -0.44008896  0.133778    0.04889788 -0.14132227
  0.003265    0.0198545  -0.00904378  0.03947514 -0.0778891  -0.07700439
  0.14720064 -0.36700708 -0.0792255  -0.18911178  0.05402203 -0.06764155
  0.08273822 -0.08440846  0.25599495  0.14460795 -0.00464187  0.16364318
  0.07128906 -0.10368145 -0.29875377 -0.27033532 -0.3087982  -0.21454275
 -0.05782794 -0.2597316  -0.05256354 -0.07613006 -0.21312854 -0.09025767
 -0.13009089  0.13298137  0.12922771  0.30378187 -0.31040767  0.3872793
 -0.06893501  0.02235624  0.4196872   0.29620293 -0.1585997   0.1552924 ]"
The Diving Bell and the Butterfly,"[-0.06044599 -0.19427684 -0.02539292  0.09803779  0.14763248  0.08768647
  0.03861474  0.05100251  0.09926989  0.1783843  -0.12475102  0.03449216
 -0.30147967  0.08215962 -0.17086363 -0.17018566 -0.0381703   0.31914082
  0.20321324  0.09892358 -0.3173517   0.39344406  0.0711789  -0.33075288
  0.20319922  0.04275456  0.45999205 -0.12149861  0.0542976   0.03381095
  0.15435873 -0.2777338   0.28816462 -0.10595001 -0.01840317 -0.29077902
  0.19038303  0.06096578 -0.10146552 -0.1920081  -0.18847443  0.1759807
 -0.0693168   0.09181161 -0.01910339 -0.08716003 -0.10720194  0.18871081
  0.26749665 -0.07527982 -0.6572819   0.20921096  0.03017801  0.04728587
 -0.31572834  0.04185764  0.05594059  0.05632329 -0.00710067 -0.3341087
  0.17358844 -0.4858142   0.09251269 -0.11052597  0.02557203 -0.11462987
  0.30098486 -0.16640162  0.11928267  0.20988782  0.10057788  0.15843393
  0.07978321 -0.06568065 -0.366747   -0.18130982 -0.2245669  -0.20772855
 -0.00112411 -0.36325476 -0.19354486  0.32844293 -0.22865878  0.00796323
  0.11328552  0.03060256  0.37762862  0.29722407 -0.39171728  0.22347379
 -0.07519926 -0.01705906  0.5591801   0.25684923 -0.276779    0.0429824 ]"
Dead Ringers,"[ 0.02505536 -0.11070676 -0.18678255  0.02476848  0.04160139  0.23964888
  0.31453675  0.00471504  0.25957486  0.21345648  0.09997483 -0.09303867
 -0.2464288  -0.01724523 -0.17386018 -0.40546545  0.07098186  0.31822422
  0.1831387  -0.02578868 -0.23923087  0.07624096  0.04185245 -0.3024737
 -0.01274486  0.0127038   0.2444049   0.0595798   0.17917058  0.25020465
 -0.00198761  0.11508694  0.45828527 -0.06938196 -0.03723432 -0.23388967
  0.1461056   0.02944274 -0.05460708 -0.03651579 -0.09294739  0.13521068
 -0.37667495 -0.14399225  0.04968078  0.19104181  0.08467397  0.27021468
  0.29398242 -0.09191611 -0.4247468  -0.01440197  0.06448817  0.09459318
 -0.04419923 -0.08382978 -0.05438721 -0.09702633  0.19331792 -0.05702563
  0.13624534 -0.55418485 -0.12664004  0.01250291 -0.03187487  0.0585133
  0.15228416 -0.22148404  0.02854346  0.28602952  0.02846968  0.20588152
  0.14542954 -0.07135756 -0.28610283 -0.269078   -0.1784988  -0.14169712
 -0.01566526 -0.29349577 -0.1671654  -0.00121338 -0.3913271  -0.17813459
 -0.03597419  0.14884682 -0.09286502  0.20863575 -0.05883983  0.3663688
 -0.08485954  0.03106578  0.47618192  0.1933324  -0.2687439  -0.04990055]"
Recep İvedik 4,"[ 0.04989931 -0.19617145 -0.01747594  0.01512112 -0.01523282 -0.14421132
  0.45932227 -0.05068708  0.21677406  0.21237728  0.11051717 -0.06348155
 -0.1471817  -0.05528083 -0.18552646 -0.24788979 -0.13628723  0.23471807
  0.06340884  0.18325749 -0.03013658  0.12347645  0.02665734 -0.4382791
  0.22570936 -0.09299008  0.3342285  -0.05250192  0.15313728  0.15589741
 -0.07651376 -0.04769593  0.34165424 -0.31685972  0.06804027 -0.01287434
  0.1677814  -0.0227967  -0.10059164  0.03459988 -0.12769046  0.2064267
 -0.15353258  0.1947856   0.09004054  0.08512743 -0.14505629  0.2875976
  0.14117052 -0.20783497 -0.42376375  0.02968138  0.0041086  -0.08899646
 -0.13849081  0.08512421 -0.23950085  0.1771106  -0.00668477 -0.11196173
  0.06916765 -0.311783   -0.14456624 -0.18419765  0.2697629  -0.0333603
  0.2564056  -0.19245373  0.08858017  0.34487146  0.03716305  0.23320241
 -0.01964035 -0.06346889 -0.26963076 -0.16909693 -0.20091358 -0.15395172
  0.0232857  -0.21135443 -0.17913952  0.01983173 -0.3930251  -0.16411965
  0.09502411  0.0899695   0.13484567  0.0441239  -0.29852903  0.29185003
 -0.05940245 -0.04196806  0.44194594  0.36669618 -0.25653377  0.0195852 ]"
Bounce,"[ 1.40921935e-01 -6.81386292e-02 -5.40431291e-02  1.24197781e-01
  8.54618549e-02 -7.92422965e-02  5.29868543e-01  2.03188121e-01
  3.02561402e-01  1.46363229e-01  2.97986567e-01 -1.10492622e-02
 -1.40955791e-01  1.00907564e-01 -2.71505922e-01 -3.13890189e-01
 -4.91622686e-01  3.40616614e-01  7.66136050e-02  1.56684175e-01
 -4.33566011e-02 -8.14853832e-02 -9.08333249e-03 -4.86729026e-01
  4.52787280e-01 -7.04410747e-02  2.63401449e-01 -1.05979383e-01
  3.04903597e-01  8.66228566e-02  2.82731075e-02 -8.89322162e-02
  2.65539706e-01 -3.34493965e-01  5.29043265e-02  6.47488087e-02
  1.52060241e-01  1.37830287e-01  3.09057198e-02 -1.25375971e-01
  9.31927860e-02  3.52151662e-01 -9.34981089e-03  1.61535829e-01
  4.73311730e-02  2.07016915e-01 -9.21310857e-02  6.13402843e-01
  3.35742645e-02 -2.89772689e-01 -4.57250267e-01  1.26248628e-01
  1.54008895e-01  7.34636281e-03 -1.86277509e-01  3.56993712e-02
 -3.57890785e-01 -1.17095560e-01 -1.42271504e-01 -1.83158666e-01
  2.03646980e-02 -4.20444697e-01  1.11969188e-02  4.30361979e-04
  3.25398177e-01  3.34837399e-02  1.87382057e-01 -2.13524386e-01
  1.29960328e-01  1.38663173e-01  1.82755470e-01  1.72624961e-01
  3.13196450e-01 -4.29702431e-01 -2.74866521e-01 -4.24553603e-01
 -3.55744958e-01 -2.51465827e-01 -5.76308696e-03 -4.11895394e-01
 -6.54486269e-02  3.68129313e-02 -4.40728247e-01 -4.01815951e-01
  2.11588800e-01  2.69937485e-01  8.00756663e-02 -6.85915500e-02
 -4.50045228e-01  2.28651702e-01 -3.59323174e-01  8.22275802e-02
  2.21679121e-01  4.07531738e-01 -2.71906167e-01 -6.69580400e-02]"
